Student_ID,Name,Gender,Age,Department,Admission_Year,Semester,Course_Code,Course_Name,Credit_Hours,Attendance_Percentage,Midterm_Marks,Final_Marks,Assignment_Marks,Total_Marks,Grade,GPA,CGPA,Scholarship,Hostel_Resident,Family_Income_Range,Extracurricular_Activities
STU100153,Fahim Chowdhury,Male,20,Economics,2023,1,ECO101,Microeconomics,2.0,67.7,12.3,36.3,13.8,62.4,B,3.0,3.16,No,Yes,50k-100k,No
STU100154,Priya Mollah,Female,21,BBA,2019,3,BBA101,Principles of Management,2.0,97.9,21.9,47.7,17.2,86.8,A+,4.0,3.59,Yes,Yes,Above 100k,No
STU100155,Zubayer Islam,Male,23,Law,2023,8,LAW301,Criminal Law,3.0,86.8,15.2,30.6,20.0,65.8,B+,3.25,3.28,No,No,Below 20k,Yes
STU100156,Jannat Uddin,Female,24,Journalism,2019,2,JOU401,Digital Media,4.0,96.4,25.0,39.9,13.6,78.5,A,3.75,3.34,No,No,20k-50k,No
STU100157,Anika Hossain,Female,24,BBA,2020,5,BBA201,Marketing,3.0,80.9,25.6,28.9,12.1,66.6,B+,3.25,3.01,Yes,No,50k-100k,No
STU100158,Mahin Uddin,Male,19,Law,2023,4,LAW401,International Law,3.0,83.3,26.0,36.3,12.2,74.5,A-,3.5,3.53,Yes,Yes,Below 20k,No
STU100159,Sadia Khan,Female,24,Mechanical Engineering,2022,8,ME201,Fluid Mechanics,3.0,81.3,14.1,32.4,11.6,58.1,B-,2.75,2.55,No,No,Below 20k,No
STU100160,Sabbir Khan,Male,23,Sociology,2020,1,SOC401,Gender Studies,3.0,91.6,16.8,32.8,13.8,63.4,B,3.0,3.52,No,Yes,20k-50k,No
STU100161,Popy Akter,Female,23,Pharmacy,2021,6,PHR301,Medicinal Chemistry,3.0,73.5,10.5,14.3,18.8,43.6,D,2.0,2.16,No,Yes,50k-100k,No
STU100162,Rupa Mia,Female,21,Journalism,2022,3,JOU201,Media Ethics,3.0,100.0,30.0,45.5,12.1,87.6,A+,4.0,3.64,No,No,50k-100k,Yes
STU100163,Mahin Khan,Male,21,Pharmacy,2024,3,PHR201,Pharmacology,3.0,93.5,24.9,47.6,20.0,92.5,A+,4.0,3.97,Yes,Yes,Below 20k,No
STU100164,Imran Rahman,Male,21,CSE,2021,7,CSE401,Machine Learning,4.0,100.0,20.9,38.4,16.5,75.8,A,3.75,3.87,No,Yes,50k-100k,Yes
STU100165,Nishat Bhuiyan,Female,20,Law,2019,8,LAW401,International Law,3.0,82.6,26.9,26.6,12.9,66.4,B+,3.25,2.68,Yes,No,50k-100k,No
STU100166,Karim Sikder,Male,18,Mathematics,2021,6,MAT101,Calculus,2.0,82.2,19.6,18.4,11.3,49.3,C,2.25,1.88,No,No,Below 20k,No
STU100167,Rafi Sikder,Male,22,Public Health,2023,3,PH201,Biostatistics,3.0,80.5,10.6,45.6,16.3,72.5,A-,3.5,3.45,No,No,20k-50k,No
STU100168,Rahim Akter,Male,23,Mathematics,2021,5,MAT201,Linear Algebra,3.0,76.4,23.6,21.7,9.0,54.3,C+,2.5,2.76,Yes,No,20k-50k,Yes
STU100169,Moushumi Talukder,Female,23,Mechanical Engineering,2019,4,ME301,Machine Design,3.0,80.2,22.6,43.8,18.7,85.1,A+,4.0,4.0,No,No,50k-100k,No
STU100170,Farhana Hossain,Female,21,Mathematics,2022,4,MAT201,Linear Algebra,4.0,82.2,13.2,31.1,18.7,63.0,B,3.0,3.58,No,No,20k-50k,Yes
STU100171,Hasan Sarker,Male,25,Public Health,2021,8,PH201,Biostatistics,3.0,54.0,14.3,39.1,20.0,73.4,A-,3.5,4.0,Yes,No,Below 20k,No
STU100172,Shakil Uddin,Male,22,BBA,2019,3,BBA201,Marketing,2.0,100.0,22.9,29.8,10.3,63.0,B,3.0,2.81,No,Yes,20k-50k,No
STU100173,Sabbir Chowdhury,Male,19,Sociology,2022,8,SOC201,Social Research,2.0,83.8,15.7,23.9,16.0,55.6,B-,2.75,2.89,No,No,Below 20k,No
STU100174,Sathi Uddin,Female,24,Economics,2019,3,ECO201,Macroeconomics,4.0,63.8,16.9,49.3,12.5,78.7,A,3.75,4.0,No,Yes,Below 20k,No
STU100175,Arif Chowdhury,Male,21,CSE,2020,4,CSE101,Intro to Programming,4.0,75.5,15.7,47.9,10.4,74.0,A-,3.5,3.96,No,Yes,50k-100k,No
STU100176,Sadia Rahman,Female,25,CSE,2020,4,CSE201,Data Structures,3.0,84.3,25.1,26.1,14.9,66.1,B+,3.25,3.4,No,No,50k-100k,No
STU100177,Tanvir Hossain,Male,25,BBA,2021,7,BBA401,HRM,3.0,77.6,13.8,34.2,11.4,59.4,B-,2.75,2.55,No,Yes,20k-50k,Yes
STU100178,Priya Bhuiyan,Female,23,Sociology,2022,4,SOC201,Social Research,4.0,72.3,28.0,25.1,15.4,68.5,B+,3.25,3.0,No,Yes,Below 20k,No
STU100179,Riyad Mia,Male,25,Mechanical Engineering,2021,5,ME301,Machine Design,3.0,95.1,20.4,39.8,9.3,69.5,B+,3.25,3.13,No,No,20k-50k,Yes
STU100180,Imran Islam,Male,19,Civil Engineering,2024,6,CE401,Transportation Engineering,2.0,100.0,26.0,6.0,20.0,52.0,C+,2.5,2.38,No,No,20k-50k,Yes
STU100181,Emon Uddin,Male,22,Journalism,2022,1,JOU401,Digital Media,3.0,93.0,30.0,40.5,19.2,89.7,A+,4.0,4.0,No,No,50k-100k,No
STU100182,Lamia Bhuiyan,Female,20,Pharmacy,2021,1,PHR401,Clinical Pharmacy,3.0,100.0,17.0,39.6,14.9,71.5,A-,3.5,3.6,No,No,20k-50k,No
STU100183,Rupa Rahman,Female,22,Pharmacy,2021,6,PHR201,Pharmacology,4.0,76.0,29.5,25.7,15.0,70.2,A-,3.5,3.7,No,No,20k-50k,Yes
STU100184,Sourav Sarker,Male,18,BBA,2024,7,BBA101,Principles of Management,3.0,92.2,14.2,25.9,14.3,54.4,C+,2.5,2.48,Yes,Yes,Below 20k,Yes
STU100185,Tania Sarker,Female,24,Sociology,2020,6,SOC301,Urban Sociology,2.0,86.0,9.0,21.0,13.9,43.9,D,2.0,1.65,No,Yes,Below 20k,No
STU100186,Ayesha Sarker,Female,24,Law,2022,2,LAW401,International Law,4.0,59.8,25.7,28.9,14.9,69.5,B+,3.25,3.07,No,Yes,20k-50k,No
STU100187,Sathi Chowdhury,Female,22,Physics,2024,6,PHY301,Quantum Physics,2.0,100.0,16.9,40.4,12.7,70.0,A-,3.5,3.51,No,Yes,Below 20k,No
STU100188,Rasel Sikder,Male,19,Journalism,2022,6,JOU101,News Writing,3.0,75.2,21.8,38.7,12.5,73.0,A-,3.5,3.03,No,Yes,Below 20k,No
STU100189,Riyad Akter,Male,25,Sociology,2022,5,SOC201,Social Research,2.0,94.8,30.0,25.1,14.1,69.2,B+,3.25,3.47,No,No,50k-100k,No
STU100190,Sourav Sarker,Male,19,Physics,2019,4,PHY101,Mechanics,3.0,96.8,28.3,38.9,15.7,82.9,A+,4.0,3.85,No,No,50k-100k,Yes
STU100191,Sumaiya Mia,Female,18,Mechanical Engineering,2023,6,ME101,Thermodynamics,2.0,90.9,27.1,24.3,11.4,62.8,B,3.0,2.75,No,No,20k-50k,No
STU100192,Farhana Alam,Female,22,Public Health,2023,8,PH201,Biostatistics,1.0,93.0,25.5,27.6,20.0,73.1,A-,3.5,3.04,No,No,Above 100k,No
STU100193,Rupa Hossain,Female,20,Pharmacy,2020,2,PHR201,Pharmacology,1.0,78.1,22.5,40.2,17.2,79.9,A,3.75,3.48,No,No,50k-100k,Yes
STU100194,Rafi Akter,Male,23,Journalism,2019,2,JOU101,News Writing,3.0,80.7,30.0,34.9,13.2,78.1,A,3.75,4.0,No,No,50k-100k,Yes
STU100195,Rahim Akter,Male,25,Architecture,2022,7,ARC301,Urban Planning,3.0,86.5,21.8,36.9,6.6,65.3,B+,3.25,2.96,No,No,50k-100k,No
STU100196,Anika Ahmed,Female,21,Economics,2022,1,ECO401,Development Economics,3.0,92.5,23.5,30.5,20.0,74.0,A-,3.5,3.51,No,Yes,20k-50k,Yes
STU100197,Moushumi Rahman,Female,21,Economics,2024,2,ECO401,Development Economics,3.0,78.6,22.0,28.9,18.4,69.3,B+,3.25,2.89,No,No,50k-100k,Yes
STU100198,Sumaiya Bhuiyan,Female,23,Pharmacy,2020,6,PHR201,Pharmacology,3.0,85.1,30.0,37.3,20.0,87.3,A+,4.0,3.96,No,No,50k-100k,Yes
STU100199,Shanta Mollah,Female,24,EEE,2020,4,EEE101,Circuit Analysis,3.0,79.0,30.0,35.9,10.5,76.4,A,3.75,3.72,No,Yes,50k-100k,Yes
STU100200,Sathi Alam,Female,19,Law,2021,2,LAW401,International Law,3.0,86.6,18.9,36.6,19.0,74.5,A-,3.5,3.82,No,Yes,Below 20k,No
STU100201,Imran Mia,Male,24,Mathematics,2023,2,MAT101,Calculus,3.0,79.1,23.3,33.6,8.3,65.2,B+,3.25,3.85,No,No,20k-50k,No
STU100202,Fahim Bhuiyan,Male,20,English,2019,3,ENG201,Linguistics,3.0,93.4,24.0,40.7,18.5,83.2,A+,4.0,3.85,No,No,Below 20k,No
STU100203,Priya Uddin,Female,23,Architecture,2019,6,ARC401,Landscape Architecture,4.0,86.9,14.2,30.4,17.9,62.5,B,3.0,2.89,Yes,No,Below 20k,No
STU100204,Moushumi Rahman,Female,21,Sociology,2024,7,SOC401,Gender Studies,3.0,86.3,15.9,35.2,17.7,68.8,B+,3.25,3.6,No,No,Below 20k,No
STU100205,Nayeem Mollah,Male,25,EEE,2020,1,EEE201,Electronics,3.0,97.2,19.0,36.4,8.2,63.6,B,3.0,3.33,No,Yes,50k-100k,Yes
STU100206,Imran Mollah,Male,18,Mathematics,2020,6,MAT301,Differential Equations,3.0,75.8,17.7,36.4,19.1,73.2,A-,3.5,3.23,Yes,No,50k-100k,No
STU100207,Jannat Khan,Female,21,Civil Engineering,2021,7,CE201,Structural Analysis,3.0,87.7,14.8,28.1,11.7,54.6,C+,2.5,2.5,No,Yes,20k-50k,No
STU100208,Karim Sikder,Male,18,Mathematics,2022,6,MAT201,Linear Algebra,3.0,86.9,21.9,34.0,12.4,68.3,B+,3.25,4.0,No,No,20k-50k,No
STU100209,Shakil Khan,Male,21,BBA,2023,3,BBA201,Marketing,3.0,100.0,19.8,33.8,10.7,64.3,B,3.0,3.23,No,No,50k-100k,No
STU100210,Tanvir Chowdhury,Male,21,Civil Engineering,2022,7,CE101,Surveying,1.0,80.4,22.5,26.2,14.3,63.0,B,3.0,2.83,No,No,20k-50k,No
STU100211,Sadia Khan,Female,22,Architecture,2021,2,ARC101,Design Studio I,3.0,59.0,24.8,36.4,7.0,68.2,B+,3.25,3.28,No,No,Below 20k,No
STU100212,Sumaiya Talukder,Female,25,BBA,2019,5,BBA301,Finance,3.0,88.5,24.7,35.6,17.8,78.1,A,3.75,3.05,No,No,20k-50k,No
STU100213,Sakib Talukder,Male,20,EEE,2021,8,EEE101,Circuit Analysis,3.0,67.1,30.0,29.9,13.7,73.6,A-,3.5,3.88,No,Yes,20k-50k,Yes
STU100214,Anika Ahmed,Female,25,Physics,2024,1,PHY201,Electromagnetism,3.0,77.0,30.0,29.5,20.0,79.5,A,3.75,3.98,No,No,20k-50k,Yes
STU100215,Imran Rahman,Male,20,BBA,2023,6,BBA301,Finance,3.0,81.0,24.2,22.0,15.1,61.3,B,3.0,3.69,Yes,Yes,20k-50k,Yes
STU100216,Imran Mollah,Male,18,Law,2023,8,LAW101,Legal Methods,4.0,75.5,13.7,26.4,17.2,57.3,B-,2.75,2.63,No,No,20k-50k,Yes
STU100217,Fatema Mia,Female,22,BBA,2023,2,BBA201,Marketing,3.0,96.9,15.4,40.3,14.3,70.0,A-,3.5,3.62,No,Yes,Above 100k,Yes
STU100218,Moushumi Sarker,Female,19,Journalism,2023,1,JOU401,Digital Media,4.0,92.0,17.6,33.3,14.8,65.7,B+,3.25,3.02,No,Yes,Below 20k,No
STU100219,Sadia Talukder,Female,19,CSE,2021,6,CSE301,Database Systems,3.0,91.5,24.5,41.1,13.5,79.1,A,3.75,3.57,No,Yes,Below 20k,Yes
STU100220,Sathi Bhuiyan,Female,20,Mathematics,2020,7,MAT201,Linear Algebra,3.0,61.4,24.8,37.7,20.0,82.5,A+,4.0,3.88,No,Yes,Below 20k,Yes
STU100221,Jannat Khan,Female,20,Architecture,2022,6,ARC101,Design Studio I,4.0,66.4,23.2,25.5,15.9,64.6,B,3.0,3.11,No,No,50k-100k,Yes
STU100222,Fahim Uddin,Male,18,English,2021,8,ENG101,English Literature,4.0,68.9,14.6,36.1,8.0,58.7,B-,2.75,2.71,Yes,No,20k-50k,No
STU100223,Zubayer Alam,Male,18,BBA,2022,7,BBA201,Marketing,4.0,85.7,23.9,23.6,15.0,62.5,B,3.0,3.3,No,Yes,50k-100k,Yes
STU100224,Fahim Mia,Male,25,English,2022,6,ENG101,English Literature,3.0,92.5,22.5,19.5,9.3,51.3,C+,2.5,2.43,No,No,Below 20k,Yes
STU100225,Riyad Akter,Male,20,Architecture,2021,7,ARC101,Design Studio I,4.0,69.3,21.6,17.1,16.5,55.2,B-,2.75,2.36,No,Yes,50k-100k,No
STU100226,Rima Chowdhury,Female,22,Mechanical Engineering,2022,7,ME201,Fluid Mechanics,2.0,83.9,11.9,50.0,20.0,81.9,A+,4.0,4.0,No,No,20k-50k,Yes
STU100227,Nayeem Ahmed,Male,24,Physics,2023,7,PHY201,Electromagnetism,3.0,73.1,24.2,25.3,15.4,64.9,B,3.0,2.94,Yes,No,20k-50k,Yes
STU100228,Nishat Rahman,Female,22,Civil Engineering,2024,7,CE101,Surveying,3.0,72.8,23.5,42.8,18.5,84.8,A+,4.0,3.64,No,No,50k-100k,No
STU100229,Nishat Uddin,Female,18,Mathematics,2021,1,MAT301,Differential Equations,3.0,78.9,22.8,17.2,10.9,50.9,C+,2.5,2.51,No,Yes,Below 20k,Yes
STU100230,Sadia Mollah,Female,24,BBA,2023,3,BBA301,Finance,1.0,85.5,16.7,18.3,13.8,48.8,C,2.25,2.28,No,No,Below 20k,Yes
STU100231,Shakil Talukder,Male,24,Civil Engineering,2020,7,CE301,Geotechnical Engineering,2.0,95.3,16.6,31.0,7.4,55.0,B-,2.75,2.61,No,Yes,50k-100k,No
STU100232,Ayesha Uddin,Female,24,Pharmacy,2019,8,PHR301,Medicinal Chemistry,3.0,84.8,15.1,44.4,12.4,71.9,A-,3.5,3.2,No,No,20k-50k,Yes
STU100233,Rafi Alam,Male,19,Mathematics,2023,2,MAT101,Calculus,3.0,77.2,9.0,14.3,15.3,38.6,F,0.0,0.3,No,No,Below 20k,No
STU100234,Imran Ahmed,Male,20,Pharmacy,2021,7,PHR101,Pharmaceutics,3.0,83.7,19.2,30.2,19.8,69.2,B+,3.25,3.06,No,No,Below 20k,Yes
STU100235,Farhana Alam,Female,25,Architecture,2021,8,ARC301,Urban Planning,1.0,94.2,17.2,27.5,9.7,54.4,C+,2.5,2.52,Yes,No,Below 20k,Yes
STU100236,Rakib Ahmed,Male,25,Architecture,2022,7,ARC301,Urban Planning,3.0,55.6,19.3,40.9,14.9,75.1,A,3.75,3.67,No,No,50k-100k,Yes
STU100237,Emon Sikder,Male,23,Journalism,2019,3,JOU301,Broadcast Journalism,3.0,68.8,18.0,29.0,11.9,58.9,B-,2.75,2.66,Yes,No,20k-50k,No
STU100238,Ayesha Alam,Female,25,Physics,2023,6,PHY401,Thermal Physics,3.0,75.2,7.2,46.7,20.0,73.9,A-,3.5,3.71,No,No,Above 100k,Yes
STU100239,Imran Ahmed,Male,23,Sociology,2022,6,SOC301,Urban Sociology,4.0,68.0,21.6,30.0,20.0,71.6,A-,3.5,3.56,No,No,50k-100k,Yes
STU100240,Nishat Uddin,Female,22,Mechanical Engineering,2020,5,ME101,Thermodynamics,4.0,100.0,16.1,19.7,20.0,55.8,B-,2.75,2.57,No,No,50k-100k,No
STU100241,Anika Khan,Female,19,Physics,2022,4,PHY201,Electromagnetism,3.0,87.9,28.0,18.0,11.5,57.5,B-,2.75,2.28,No,Yes,Above 100k,Yes
STU100242,Sadia Alam,Female,21,Pharmacy,2021,6,PHR301,Medicinal Chemistry,4.0,100.0,19.2,37.2,12.8,69.2,B+,3.25,2.59,No,No,20k-50k,No
STU100243,Sabbir Sikder,Male,18,Architecture,2020,4,ARC401,Landscape Architecture,4.0,79.1,22.9,33.9,12.8,69.6,B+,3.25,3.09,No,No,Below 20k,Yes
STU100244,Riyad Islam,Male,24,Public Health,2024,3,PH101,Epidemiology,3.0,81.6,18.7,28.6,15.7,63.0,B,3.0,2.9,No,No,50k-100k,No
STU100245,Sumaiya Chowdhury,Female,19,Law,2022,3,LAW301,Criminal Law,1.0,70.8,11.3,27.4,18.4,57.1,B-,2.75,3.09,No,No,Above 100k,No
STU100246,Riyad Akter,Male,18,Mechanical Engineering,2022,3,ME201,Fluid Mechanics,3.0,72.4,10.8,19.8,20.0,50.6,C+,2.5,2.28,No,No,Below 20k,Yes
STU100247,Popy Sikder,Female,18,Mechanical Engineering,2021,1,ME401,Heat Transfer,3.0,83.0,26.9,28.0,20.0,74.9,A-,3.5,3.41,Yes,No,Below 20k,No
STU100248,Sumaiya Akter,Female,23,Mechanical Engineering,2023,6,ME101,Thermodynamics,3.0,85.7,10.3,39.1,18.6,68.0,B+,3.25,3.6,No,Yes,Below 20k,No
STU100249,Anika Akter,Female,22,Economics,2022,2,ECO201,Macroeconomics,3.0,88.4,16.9,20.4,18.5,55.8,B-,2.75,2.96,No,No,50k-100k,Yes
STU100250,Nayeem Mollah,Male,25,Economics,2019,7,ECO101,Microeconomics,3.0,82.9,28.3,43.8,10.0,82.1,A+,4.0,4.0,No,No,20k-50k,No
STU100251,Nayeem Sarker,Male,19,Civil Engineering,2024,8,CE101,Surveying,3.0,89.9,27.4,27.4,14.9,69.7,B+,3.25,3.13,No,Yes,50k-100k,No
STU100252,Rupa Khan,Female,25,Pharmacy,2023,7,PHR301,Medicinal Chemistry,3.0,100.0,15.5,28.9,8.4,52.8,C+,2.5,2.82,No,No,50k-100k,Yes
STU100253,Anik Akter,Male,20,Public Health,2024,4,PH201,Biostatistics,3.0,84.6,25.6,28.3,14.8,68.7,B+,3.25,2.83,No,Yes,20k-50k,No
STU100254,Rahim Mia,Male,23,Physics,2020,1,PHY101,Mechanics,2.0,77.3,11.7,24.6,16.3,52.6,C+,2.5,3.11,No,Yes,Above 100k,Yes
STU100255,Tania Bhuiyan,Female,21,English,2024,6,ENG101,English Literature,4.0,87.2,17.2,47.7,16.1,81.0,A+,4.0,4.0,No,No,50k-100k,Yes
STU100256,Nusrat Rahman,Female,23,Pharmacy,2021,1,PHR401,Clinical Pharmacy,3.0,67.2,10.1,32.2,14.5,56.8,B-,2.75,3.16,No,No,20k-50k,No
STU100257,Lamia Sarker,Female,24,English,2024,2,ENG101,English Literature,3.0,84.1,19.6,25.7,15.4,60.7,B,3.0,3.27,No,Yes,Below 20k,Yes
STU100258,Farhana Rahman,Female,19,Mechanical Engineering,2023,6,ME401,Heat Transfer,2.0,68.1,27.7,14.5,16.1,58.3,B-,2.75,2.36,No,No,50k-100k,No
STU100259,Rasel Islam,Male,23,Pharmacy,2024,5,PHR201,Pharmacology,1.0,100.0,27.5,34.7,16.6,78.8,A,3.75,3.53,No,No,20k-50k,No
STU100260,Sathi Uddin,Female,23,Civil Engineering,2021,7,CE101,Surveying,3.0,79.2,18.9,14.5,9.8,43.2,D,2.0,1.94,No,No,Below 20k,No
STU100261,Nishat Akter,Female,19,English,2020,6,ENG101,English Literature,3.0,85.4,24.0,32.6,15.2,71.8,A-,3.5,3.89,No,Yes,50k-100k,No
STU100262,Mahin Alam,Male,23,BBA,2021,8,BBA301,Finance,2.0,84.6,15.7,34.9,18.2,68.8,B+,3.25,2.99,No,No,20k-50k,No
STU100263,Zubayer Khan,Male,25,Civil Engineering,2020,7,CE201,Structural Analysis,4.0,62.6,15.1,36.6,20.0,71.7,A-,3.5,3.16,No,Yes,20k-50k,No
STU100264,Fatema Ahmed,Female,25,Pharmacy,2019,3,PHR301,Medicinal Chemistry,3.0,77.6,30.0,21.2,18.6,69.8,B+,3.25,3.34,No,No,20k-50k,No
STU100265,Fatema Sarker,Female,22,English,2021,3,ENG301,Poetry,4.0,73.8,26.8,34.9,9.2,70.9,A-,3.5,3.1,No,No,50k-100k,No
STU100266,Popy Chowdhury,Female,22,Sociology,2022,2,SOC301,Urban Sociology,2.0,72.5,13.4,27.4,15.0,55.8,B-,2.75,2.57,No,No,20k-50k,Yes
STU100267,Tania Talukder,Female,21,Mechanical Engineering,2022,4,ME401,Heat Transfer,2.0,76.4,19.5,30.7,14.7,64.9,B,3.0,3.04,No,No,50k-100k,No
STU100268,Sourav Ahmed,Male,24,Mechanical Engineering,2020,8,ME101,Thermodynamics,2.0,69.5,12.3,35.1,20.0,67.4,B+,3.25,3.42,No,Yes,20k-50k,No
STU100269,Sabbir Ahmed,Male,19,Journalism,2024,3,JOU301,Broadcast Journalism,4.0,66.2,21.8,35.6,7.9,65.3,B+,3.25,3.0,Yes,No,Below 20k,No
STU100270,Sathi Khan,Female,25,Pharmacy,2022,2,PHR401,Clinical Pharmacy,4.0,78.0,17.3,39.2,19.9,76.4,A,3.75,3.85,No,Yes,Above 100k,No
STU100271,Nusrat Ahmed,Female,25,Mechanical Engineering,2022,2,ME101,Thermodynamics,3.0,85.9,13.8,28.8,16.8,59.4,B-,2.75,2.69,No,No,Above 100k,Yes
STU100272,Fatema Uddin,Female,23,Architecture,2024,4,ARC101,Design Studio I,3.0,72.1,21.2,44.9,14.5,80.6,A+,4.0,3.29,No,Yes,50k-100k,No
STU100273,Fatema Alam,Female,25,Economics,2019,2,ECO301,Econometrics,3.0,86.0,15.9,46.1,18.5,80.5,A+,4.0,4.0,No,No,50k-100k,No
STU100274,Rasel Mia,Male,22,English,2023,7,ENG301,Poetry,4.0,84.3,22.7,16.9,10.0,49.6,C,2.25,2.24,No,Yes,20k-50k,No
STU100275,Imran Mia,Male,20,Mechanical Engineering,2023,5,ME201,Fluid Mechanics,3.0,63.6,26.0,37.3,11.1,74.4,A-,3.5,3.93,No,No,50k-100k,No
STU100276,Popy Sarker,Female,21,Civil Engineering,2022,7,CE101,Surveying,3.0,91.1,25.2,36.6,20.0,81.8,A+,4.0,3.89,No,No,Below 20k,No
STU100277,Jannat Hossain,Female,20,Pharmacy,2022,3,PHR201,Pharmacology,4.0,92.8,30.0,36.3,17.3,83.6,A+,4.0,4.0,No,Yes,50k-100k,No
STU100278,Sathi Ahmed,Female,19,Public Health,2023,2,PH401,Global Health,4.0,61.3,19.8,25.2,12.4,57.4,B-,2.75,2.88,Yes,Yes,Above 100k,No
STU100279,Sadia Sarker,Female,21,Mechanical Engineering,2024,7,ME301,Machine Design,1.0,58.2,12.3,34.6,18.2,65.1,B+,3.25,3.02,Yes,Yes,Below 20k,Yes
STU100280,Ritu Sikder,Female,21,Civil Engineering,2021,5,CE201,Structural Analysis,3.0,82.8,20.5,35.2,20.0,75.7,A,3.75,3.96,No,No,20k-50k,Yes
STU100281,Sourav Akter,Male,25,BBA,2020,7,BBA301,Finance,2.0,100.0,25.3,28.8,12.7,66.8,B+,3.25,3.23,Yes,Yes,20k-50k,No
STU100282,Mahin Bhuiyan,Male,19,BBA,2022,2,BBA301,Finance,3.0,96.1,24.2,42.3,13.5,80.0,A+,4.0,3.89,Yes,Yes,Below 20k,Yes
STU100283,Fahim Chowdhury,Male,24,Sociology,2024,6,SOC201,Social Research,4.0,86.7,16.4,36.0,10.5,62.9,B,3.0,3.33,No,No,Below 20k,No
STU100284,Jannat Akter,Female,21,Law,2021,1,LAW101,Legal Methods,3.0,75.6,22.9,12.4,12.7,48.0,C,2.25,2.54,No,No,Below 20k,Yes
STU100285,Rakib Chowdhury,Male,18,Pharmacy,2021,4,PHR201,Pharmacology,3.0,87.6,6.2,33.9,18.1,58.2,B-,2.75,2.68,No,No,Below 20k,No
STU100286,Imran Ahmed,Male,22,Mathematics,2023,2,MAT101,Calculus,3.0,87.7,14.6,33.7,15.9,64.2,B,3.0,2.18,No,Yes,Below 20k,Yes
STU100287,Mahin Chowdhury,Male,20,CSE,2023,8,CSE201,Data Structures,3.0,51.0,13.2,34.9,14.8,62.9,B,3.0,2.92,No,No,Below 20k,No
STU100288,Fahim Uddin,Male,25,Economics,2024,6,ECO401,Development Economics,3.0,86.7,16.1,39.5,10.5,66.1,B+,3.25,3.17,No,No,50k-100k,No
STU100289,Sadia Rahman,Female,18,Public Health,2024,8,PH401,Global Health,2.0,100.0,20.1,37.9,13.6,71.6,A-,3.5,3.26,No,No,Below 20k,No
STU100290,Rahim Islam,Male,21,Sociology,2023,7,SOC101,Intro to Sociology,3.0,93.3,19.8,45.7,10.8,76.3,A,3.75,3.57,No,No,20k-50k,Yes
STU100291,Shakil Mia,Male,24,English,2020,2,ENG401,Drama,3.0,94.9,27.1,29.0,10.6,66.7,B+,3.25,3.46,No,Yes,Below 20k,No
STU100292,Jannat Mollah,Female,24,Economics,2022,6,ECO401,Development Economics,2.0,78.1,29.5,44.8,17.1,91.4,A+,4.0,4.0,No,Yes,20k-50k,Yes
STU100293,Arif Islam,Male,24,Architecture,2021,8,ARC301,Urban Planning,3.0,83.6,29.5,22.7,11.3,63.5,B,3.0,3.6,No,Yes,Below 20k,No
STU100294,Fahim Mia,Male,25,Law,2023,7,LAW301,Criminal Law,3.0,100.0,5.3,23.1,20.0,48.4,C,2.25,2.18,No,No,Above 100k,Yes
STU100295,Mahin Akter,Male,21,Pharmacy,2021,5,PHR201,Pharmacology,3.0,97.3,26.1,26.7,12.6,65.4,B+,3.25,2.83,No,No,Above 100k,No
STU100296,Rupa Rahman,Female,22,English,2023,8,ENG201,Linguistics,4.0,75.8,12.0,50.0,16.3,78.3,A,3.75,3.48,No,No,20k-50k,No
STU100297,Nayeem Alam,Male,18,Physics,2020,7,PHY301,Quantum Physics,4.0,87.1,24.6,36.4,15.5,76.5,A,3.75,3.53,Yes,No,Below 20k,Yes
STU100298,Nishat Rahman,Female,22,CSE,2021,1,CSE301,Database Systems,2.0,78.7,30.0,45.2,19.0,94.2,A+,4.0,3.86,No,Yes,50k-100k,No
STU100299,Anik Islam,Male,24,English,2021,3,ENG301,Poetry,3.0,70.0,26.2,38.5,20.0,84.7,A+,4.0,4.0,Yes,Yes,Below 20k,No
STU100300,Rafi Mia,Male,23,Sociology,2024,2,SOC301,Urban Sociology,4.0,75.4,13.1,28.8,19.4,61.3,B,3.0,3.3,No,No,20k-50k,No
STU100301,Zubayer Uddin,Male,20,Journalism,2020,6,JOU101,News Writing,3.0,80.6,20.4,30.2,9.0,59.6,B-,2.75,3.1,Yes,Yes,20k-50k,No
STU100302,Rasel Talukder,Male,20,BBA,2022,1,BBA301,Finance,3.0,98.2,12.9,39.1,10.2,62.2,B,3.0,3.22,No,No,20k-50k,No
STU100303,Moushumi Bhuiyan,Female,25,Mathematics,2023,1,MAT101,Calculus,2.0,54.3,15.7,14.6,13.4,43.7,D,2.0,2.06,No,Yes,50k-100k,Yes
STU100304,Fatema Khan,Female,18,Economics,2023,8,ECO101,Microeconomics,4.0,79.7,19.6,40.7,18.7,79.0,A,3.75,3.99,Yes,No,Below 20k,No
STU100305,Farhana Uddin,Female,19,Economics,2024,8,ECO401,Development Economics,4.0,75.4,19.8,33.1,13.3,66.2,B+,3.25,3.17,No,Yes,50k-100k,Yes
STU100306,Riyad Khan,Male,25,Economics,2024,8,ECO101,Microeconomics,3.0,67.1,30.0,35.0,16.4,81.4,A+,4.0,3.68,No,No,50k-100k,No
